timestamp,video_emotion,voice_emotion,distress_level,llm_response,stt_text
2026-05-02T03:14:38.026495,Happy,Disgust,60,Hi Pilell! It sounds like you're carrying a lot right now. Would you like to talk about what's on your mind?,"No, just say hi to Pilell."
2026-05-02T03:14:41.026897,Happy,Disgust,60,Hi Pilell! It sounds like you're carrying a lot right now. Would you like to talk about what's on your mind?,"No, just say hi to Pilell."
2026-05-02T03:14:44.027353,Happy,Disgust,60,Hi Pilell! It sounds like you're carrying a lot right now. Would you like to talk about what's on your mind?,"No, just say hi to Pilell."
2026-05-02T03:14:47.027714,Happy,Disgust,60,Hi Pilell! It sounds like you're carrying a lot right now. Would you like to talk about what's on your mind?,"No, just say hi to Pilell."
2026-05-02T03:14:50.028079,Happy,Disgust,60,Hi Pilell! It sounds like you're carrying a lot right now. Would you like to talk about what's on your mind?,"No, just say hi to Pilell."
2026-05-02T03:14:53.028561,Happy,Disgust,60,Hi Pilell! It sounds like you're carrying a lot right now. Would you like to talk about what's on your mind?,"No, just say hi to Pilell."
2026-05-02T03:14:56.028994,Happy,Disgust,60,Hi Pilell! It sounds like you're carrying a lot right now. Would you like to talk about what's on your mind?,"No, just say hi to Pilell."
2026-05-02T03:14:59.029330,Happy,Disgust,60,Hi Pilell! It sounds like you're carrying a lot right now. Would you like to talk about what's on your mind?,"No, just say hi to Pilell."
2026-05-02T03:15:02.029696,Happy,Disgust,60,Hi Pilell! It sounds like you're carrying a lot right now. Would you like to talk about what's on your mind?,"No, just say hi to Pilell."
2026-05-02T03:15:05.030093,Happy,Disgust,60,Hi Pilell! It sounds like you're carrying a lot right now. Would you like to talk about what's on your mind?,"No, just say hi to Pilell."
2026-05-02T03:15:08.030582,Happy,Disgust,60,Hi Pilell! It sounds like you're carrying a lot right now. Would you like to talk about what's on your mind?,"No, just say hi to Pilell."
2026-05-02T03:15:11.031077,Happy,Disgust,60,Hi Pilell! It sounds like you're carrying a lot right now. Would you like to talk about what's on your mind?,"No, just say hi to Pilell."
2026-05-02T03:15:14.031448,Happy,Disgust,60,Hi Pilell! It sounds like you're carrying a lot right now. Would you like to talk about what's on your mind?,"No, just say hi to Pilell."
2026-05-02T03:15:17.032009,Happy,Disgust,60,Hi Pilell! It sounds like you're carrying a lot right now. Would you like to talk about what's on your mind?,"No, just say hi to Pilell."
2026-05-02T03:15:20.032473,Sad,Disgust,60,Hi Pilell! It sounds like you're carrying a lot right now. Would you like to talk about what's on your mind?,"No, just say hi to Pilell."
2026-05-02T03:15:23.032892,Happy,Disgust,60,Hi Pilell! It sounds like you're carrying a lot right now. Would you like to talk about what's on your mind?,"No, just say hi to Pilell."
2026-05-02T03:15:26.033359,Sad,Disgust,60,Hi Pilell! It sounds like you're carrying a lot right now. Would you like to talk about what's on your mind?,"No, just say hi to Pilell."
2026-05-02T03:15:29.033807,Happy,Disgust,60,Hi Pilell! It sounds like you're carrying a lot right now. Would you like to talk about what's on your mind?,"No, just say hi to Pilell."
2026-05-02T03:15:32.034296,Happy,Disgust,60,Hi Pilell! It sounds like you're carrying a lot right now. Would you like to talk about what's on your mind?,"No, just say hi to Pilell."
2026-05-02T03:15:35.034655,Happy,Disgust,60,Hi Pilell! It sounds like you're carrying a lot right now. Would you like to talk about what's on your mind?,"No, just say hi to Pilell."
2026-05-02T03:15:38.036036,Happy,Disgust,60,Hi Pilell! It sounds like you're carrying a lot right now. Would you like to talk about what's on your mind?,"No, just say hi to Pilell."
2026-05-02T03:15:41.036527,Happy,Disgust,60,Hi Pilell! It sounds like you're carrying a lot right now. Would you like to talk about what's on your mind?,"No, just say hi to Pilell."
2026-05-02T03:15:44.037027,Happy,Disgust,60,Hi Pilell! It sounds like you're carrying a lot right now. Would you like to talk about what's on your mind?,"No, just say hi to Pilell."
2026-05-02T03:15:47.037401,Happy,Disgust,60,Hi Pilell! It sounds like you're carrying a lot right now. Would you like to talk about what's on your mind?,"No, just say hi to Pilell."
2026-05-02T03:15:50.037792,Happy,Disgust,60,Hi Pilell! It sounds like you're carrying a lot right now. Would you like to talk about what's on your mind?,"No, just say hi to Pilell."
2026-05-02T03:15:53.038297,Happy,Disgust,60,Hi Pilell! It sounds like you're carrying a lot right now. Would you like to talk about what's on your mind?,"No, just say hi to Pilell."
2026-05-02T03:15:56.038759,Neutral,Disgust,60,Hi Pilell! It sounds like you're carrying a lot right now. Would you like to talk about what's on your mind?,"No, just say hi to Pilell."
2026-05-02T03:15:59.039216,Sad,Disgust,60,Hi Pilell! It sounds like you're carrying a lot right now. Would you like to talk about what's on your mind?,"No, just say hi to Pilell."
2026-05-02T03:16:02.039542,Sad,Disgust,60,Hi Pilell! It sounds like you're carrying a lot right now. Would you like to talk about what's on your mind?,"No, just say hi to Pilell."
2026-05-02T03:16:05.039874,Sad,Disgust,60,Hi Pilell! It sounds like you're carrying a lot right now. Would you like to talk about what's on your mind?,"No, just say hi to Pilell."
2026-05-02T03:16:08.040259,Sad,Disgust,60,Hi Pilell! It sounds like you're carrying a lot right now. Would you like to talk about what's on your mind?,"No, just say hi to Pilell."
2026-05-02T03:16:11.040769,Sad,Disgust,60,Hi Pilell! It sounds like you're carrying a lot right now. Would you like to talk about what's on your mind?,"No, just say hi to Pilell."
2026-05-02T03:16:14.041304,Sad,Disgust,60,Hi Pilell! It sounds like you're carrying a lot right now. Would you like to talk about what's on your mind?,"No, just say hi to Pilell."
2026-05-02T03:16:17.041832,Sad,Disgust,60,Hi Pilell! It sounds like you're carrying a lot right now. Would you like to talk about what's on your mind?,"No, just say hi to Pilell."
2026-05-02T03:16:20.042289,Sad,Disgust,60,Hi Pilell! It sounds like you're carrying a lot right now. Would you like to talk about what's on your mind?,"No, just say hi to Pilell."
2026-05-02T03:16:23.042669,Sad,Disgust,60,Hi Pilell! It sounds like you're carrying a lot right now. Would you like to talk about what's on your mind?,"No, just say hi to Pilell."
2026-05-02T03:16:26.043138,Sad,Disgust,60,Hi Pilell! It sounds like you're carrying a lot right now. Would you like to talk about what's on your mind?,"No, just say hi to Pilell."
2026-05-02T03:16:29.043582,Sad,Disgust,60,Hi Pilell! It sounds like you're carrying a lot right now. Would you like to talk about what's on your mind?,"No, just say hi to Pilell."
2026-05-02T03:16:32.043934,Sad,Disgust,60,Hi Pilell! It sounds like you're carrying a lot right now. Would you like to talk about what's on your mind?,"No, just say hi to Pilell."
2026-05-02T03:16:35.044345,Angry,Disgust,60,Hi Pilell! It sounds like you're carrying a lot right now. Would you like to talk about what's on your mind?,"No, just say hi to Pilell."
2026-05-02T03:16:38.044800,Angry,Disgust,60,Hi Pilell! It sounds like you're carrying a lot right now. Would you like to talk about what's on your mind?,"No, just say hi to Pilell."
2026-05-02T03:16:41.045334,Angry,Disgust,60,Hi Pilell! It sounds like you're carrying a lot right now. Would you like to talk about what's on your mind?,"No, just say hi to Pilell."
2026-05-02T03:16:44.045786,Surprise,Disgust,60,Hi Pilell! It sounds like you're carrying a lot right now. Would you like to talk about what's on your mind?,"No, just say hi to Pilell."
2026-05-02T03:16:47.046177,Happy,Disgust,60,Hi Pilell! It sounds like you're carrying a lot right now. Would you like to talk about what's on your mind?,"No, just say hi to Pilell."
2026-05-02T03:16:50.046699,Surprise,Disgust,60,Hi Pilell! It sounds like you're carrying a lot right now. Would you like to talk about what's on your mind?,"No, just say hi to Pilell."
2026-05-02T03:16:53.047256,Surprise,Disgust,60,Hi Pilell! It sounds like you're carrying a lot right now. Would you like to talk about what's on your mind?,"No, just say hi to Pilell."
2026-05-02T03:16:56.047646,Happy,Disgust,60,Hi Pilell! It sounds like you're carrying a lot right now. Would you like to talk about what's on your mind?,"No, just say hi to Pilell."
2026-05-02T03:16:59.048136,Happy,Disgust,60,Hi Pilell! It sounds like you're carrying a lot right now. Would you like to talk about what's on your mind?,"No, just say hi to Pilell."
2026-05-02T03:17:02.048622,Disgust,Disgust,60,Hi Pilell! It sounds like you're carrying a lot right now. Would you like to talk about what's on your mind?,"No, just say hi to Pilell."
2026-05-02T03:17:05.049074,Sad,Disgust,60,Hi Pilell! It sounds like you're carrying a lot right now. Would you like to talk about what's on your mind?,"No, just say hi to Pilell."
2026-05-02T03:17:08.049419,Disgust,Disgust,60,Hi Pilell! It sounds like you're carrying a lot right now. Would you like to talk about what's on your mind?,"No, just say hi to Pilell."
2026-05-02T03:17:11.050630,Sad,Disgust,60,Hi Pilell! It sounds like you're carrying a lot right now. Would you like to talk about what's on your mind?,"No, just say hi to Pilell."
2026-05-02T03:17:14.051123,Happy,Disgust,60,Hi Pilell! It sounds like you're carrying a lot right now. Would you like to talk about what's on your mind?,"No, just say hi to Pilell."
2026-05-02T03:17:17.051495,Disgust,Disgust,60,Hi Pilell! It sounds like you're carrying a lot right now. Would you like to talk about what's on your mind?,"No, just say hi to Pilell."
2026-05-02T03:17:20.051981,Fear,Disgust,60,Hi Pilell! It sounds like you're carrying a lot right now. Would you like to talk about what's on your mind?,"No, just say hi to Pilell."
2026-05-02T03:17:23.052414,Fear,Disgust,60,Hi Pilell! It sounds like you're carrying a lot right now. Would you like to talk about what's on your mind?,"No, just say hi to Pilell."
2026-05-02T03:17:26.052749,Fear,Disgust,60,Hi Pilell! It sounds like you're carrying a lot right now. Would you like to talk about what's on your mind?,"No, just say hi to Pilell."
2026-05-02T03:17:29.053276,Sad,Disgust,60,Hi Pilell! It sounds like you're carrying a lot right now. Would you like to talk about what's on your mind?,"No, just say hi to Pilell."
2026-05-02T03:17:32.053793,Sad,Disgust,60,Hi Pilell! It sounds like you're carrying a lot right now. Would you like to talk about what's on your mind?,"No, just say hi to Pilell."
2026-05-02T03:17:35.054415,Sad,Disgust,60,Hi Pilell! It sounds like you're carrying a lot right now. Would you like to talk about what's on your mind?,"No, just say hi to Pilell."
2026-05-02T03:17:38.054755,Sad,Disgust,60,Hi Pilell! It sounds like you're carrying a lot right now. Would you like to talk about what's on your mind?,"No, just say hi to Pilell."
2026-05-02T03:17:41.055090,Sad,Disgust,60,Hi Pilell! It sounds like you're carrying a lot right now. Would you like to talk about what's on your mind?,"No, just say hi to Pilell."
2026-05-02T03:17:44.055471,Happy,Disgust,60,Hi Pilell! It sounds like you're carrying a lot right now. Would you like to talk about what's on your mind?,"No, just say hi to Pilell."
2026-05-02T03:17:47.056024,Fear,Disgust,60,Hi Pilell! It sounds like you're carrying a lot right now. Would you like to talk about what's on your mind?,"No, just say hi to Pilell."
2026-05-02T03:17:50.056474,Fear,Disgust,60,Hi Pilell! It sounds like you're carrying a lot right now. Would you like to talk about what's on your mind?,"No, just say hi to Pilell."
2026-05-02T03:17:53.056837,Sad,Disgust,60,Hi Pilell! It sounds like you're carrying a lot right now. Would you like to talk about what's on your mind?,"No, just say hi to Pilell."
2026-05-02T03:17:56.057198,Neutral,Disgust,60,Hi Pilell! It sounds like you're carrying a lot right now. Would you like to talk about what's on your mind?,"No, just say hi to Pilell."
2026-05-02T03:17:59.057596,Neutral,Disgust,60,Hi Pilell! It sounds like you're carrying a lot right now. Would you like to talk about what's on your mind?,"No, just say hi to Pilell."
2026-05-02T03:18:02.057936,Neutral,Disgust,60,Hi Pilell! It sounds like you're carrying a lot right now. Would you like to talk about what's on your mind?,"No, just say hi to Pilell."
2026-05-02T03:18:05.058288,Sad,Disgust,60,Hi Pilell! It sounds like you're carrying a lot right now. Would you like to talk about what's on your mind?,"No, just say hi to Pilell."
2026-05-02T03:18:08.058665,Sad,Disgust,60,Hi Pilell! It sounds like you're carrying a lot right now. Would you like to talk about what's on your mind?,"No, just say hi to Pilell."
2026-05-02T03:18:11.059022,Sad,Disgust,60,Hi Pilell! It sounds like you're carrying a lot right now. Would you like to talk about what's on your mind?,"No, just say hi to Pilell."
2026-05-02T03:18:14.059378,Sad,Disgust,60,Hi Pilell! It sounds like you're carrying a lot right now. Would you like to talk about what's on your mind?,"No, just say hi to Pilell."
2026-05-02T03:18:17.059723,Sad,Disgust,60,Hi Pilell! It sounds like you're carrying a lot right now. Would you like to talk about what's on your mind?,"No, just say hi to Pilell."
2026-05-02T03:18:20.060089,Sad,Disgust,60,Hi Pilell! It sounds like you're carrying a lot right now. Would you like to talk about what's on your mind?,"No, just say hi to Pilell."
2026-05-02T03:18:23.060562,Sad,Disgust,60,Hi Pilell! It sounds like you're carrying a lot right now. Would you like to talk about what's on your mind?,"No, just say hi to Pilell."
2026-05-02T03:18:26.060899,Sad,Disgust,60,Hi Pilell! It sounds like you're carrying a lot right now. Would you like to talk about what's on your mind?,"No, just say hi to Pilell."
2026-05-02T03:18:29.061265,Neutral,Disgust,60,Hi Pilell! It sounds like you're carrying a lot right now. Would you like to talk about what's on your mind?,"No, just say hi to Pilell."
2026-05-02T03:18:32.061636,Neutral,Disgust,60,Hi Pilell! It sounds like you're carrying a lot right now. Would you like to talk about what's on your mind?,"No, just say hi to Pilell."
2026-05-02T03:18:35.062050,Neutral,Disgust,60,Hi Pilell! It sounds like you're carrying a lot right now. Would you like to talk about what's on your mind?,"No, just say hi to Pilell."
2026-05-02T03:18:38.062512,Sad,Disgust,60,Hi Pilell! It sounds like you're carrying a lot right now. Would you like to talk about what's on your mind?,"No, just say hi to Pilell."
2026-05-02T03:18:41.062829,Sad,Disgust,60,Hi Pilell! It sounds like you're carrying a lot right now. Would you like to talk about what's on your mind?,"No, just say hi to Pilell."
2026-05-02T03:18:44.063285,Neutral,Disgust,60,Hi Pilell! It sounds like you're carrying a lot right now. Would you like to talk about what's on your mind?,"No, just say hi to Pilell."
2026-05-02T03:18:47.063775,Sad,Disgust,60,Hi Pilell! It sounds like you're carrying a lot right now. Would you like to talk about what's on your mind?,"No, just say hi to Pilell."
2026-05-02T03:18:50.064154,Sad,Disgust,60,Hi Pilell! It sounds like you're carrying a lot right now. Would you like to talk about what's on your mind?,"No, just say hi to Pilell."
2026-05-02T03:18:53.064554,Sad,Disgust,60,Hi Pilell! It sounds like you're carrying a lot right now. Would you like to talk about what's on your mind?,"No, just say hi to Pilell."
2026-05-02T03:18:56.065038,Sad,Disgust,60,Hi Pilell! It sounds like you're carrying a lot right now. Would you like to talk about what's on your mind?,"No, just say hi to Pilell."
2026-05-02T03:18:59.065450,Sad,Disgust,60,Hi Pilell! It sounds like you're carrying a lot right now. Would you like to talk about what's on your mind?,"No, just say hi to Pilell."
2026-05-02T03:19:02.065949,Neutral,Disgust,60,Hi Pilell! It sounds like you're carrying a lot right now. Would you like to talk about what's on your mind?,"No, just say hi to Pilell."
2026-05-02T03:19:05.066349,Sad,Disgust,60,Hi Pilell! It sounds like you're carrying a lot right now. Would you like to talk about what's on your mind?,"No, just say hi to Pilell."
2026-05-02T03:19:08.066924,Sad,Disgust,60,Hi Pilell! It sounds like you're carrying a lot right now. Would you like to talk about what's on your mind?,"No, just say hi to Pilell."
2026-05-02T03:19:11.067384,Sad,Disgust,60,Hi Pilell! It sounds like you're carrying a lot right now. Would you like to talk about what's on your mind?,"No, just say hi to Pilell."
2026-05-02T03:19:14.067743,Neutral,Disgust,60,Hi Pilell! It sounds like you're carrying a lot right now. Would you like to talk about what's on your mind?,"No, just say hi to Pilell."
2026-05-02T03:19:17.068117,Sad,Disgust,60,Hi Pilell! It sounds like you're carrying a lot right now. Would you like to talk about what's on your mind?,"No, just say hi to Pilell."
2026-05-02T03:19:20.068504,Sad,Disgust,60,Hi Pilell! It sounds like you're carrying a lot right now. Would you like to talk about what's on your mind?,"No, just say hi to Pilell."
2026-05-02T03:19:23.068979,Sad,Disgust,60,Hi Pilell! It sounds like you're carrying a lot right now. Would you like to talk about what's on your mind?,"No, just say hi to Pilell."
2026-05-02T03:19:26.069353,Sad,Disgust,60,Hi Pilell! It sounds like you're carrying a lot right now. Would you like to talk about what's on your mind?,"No, just say hi to Pilell."
2026-05-02T03:19:29.069849,Sad,Disgust,60,Hi Pilell! It sounds like you're carrying a lot right now. Would you like to talk about what's on your mind?,"No, just say hi to Pilell."
2026-05-02T03:19:32.070237,Angry,Disgust,60,Hi Pilell! It sounds like you're carrying a lot right now. Would you like to talk about what's on your mind?,"No, just say hi to Pilell."
2026-05-02T03:19:35.070597,Sad,Disgust,60,Hi Pilell! It sounds like you're carrying a lot right now. Would you like to talk about what's on your mind?,"No, just say hi to Pilell."
2026-05-02T03:19:38.070943,Sad,Disgust,60,Hi Pilell! It sounds like you're carrying a lot right now. Would you like to talk about what's on your mind?,"No, just say hi to Pilell."
2026-05-02T03:19:41.071417,Sad,Disgust,60,Hi Pilell! It sounds like you're carrying a lot right now. Would you like to talk about what's on your mind?,"No, just say hi to Pilell."
2026-05-02T03:19:44.071832,Sad,Disgust,60,Hi Pilell! It sounds like you're carrying a lot right now. Would you like to talk about what's on your mind?,"No, just say hi to Pilell."
2026-05-02T03:19:47.072284,Neutral,Disgust,60,Hi Pilell! It sounds like you're carrying a lot right now. Would you like to talk about what's on your mind?,"No, just say hi to Pilell."
2026-05-02T03:19:50.072614,Neutral,Disgust,60,Hi Pilell! It sounds like you're carrying a lot right now. Would you like to talk about what's on your mind?,"No, just say hi to Pilell."
2026-05-02T03:19:53.072954,Neutral,Disgust,60,Hi Pilell! It sounds like you're carrying a lot right now. Would you like to talk about what's on your mind?,"No, just say hi to Pilell."
2026-05-02T03:19:56.073283,Neutral,Disgust,60,Hi Pilell! It sounds like you're carrying a lot right now. Would you like to talk about what's on your mind?,"No, just say hi to Pilell."
2026-05-02T03:19:59.073613,Neutral,Disgust,60,Hi Pilell! It sounds like you're carrying a lot right now. Would you like to talk about what's on your mind?,"No, just say hi to Pilell."
2026-05-02T03:20:02.073981,Neutral,Disgust,60,Hi Pilell! It sounds like you're carrying a lot right now. Would you like to talk about what's on your mind?,"No, just say hi to Pilell."
2026-05-02T03:20:05.074357,Neutral,Disgust,60,Hi Pilell! It sounds like you're carrying a lot right now. Would you like to talk about what's on your mind?,"No, just say hi to Pilell."
2026-05-02T03:20:08.074837,Neutral,Disgust,60,Hi Pilell! It sounds like you're carrying a lot right now. Would you like to talk about what's on your mind?,"No, just say hi to Pilell."
